id,message,label,scam_type,source_channel,language,contains_url,contains_amount,expected_risk,notes
MSG-0455,Guaranteed 20% monthly return. Invest ₹199 today and double money in 30 days.,scam,investment_scam,sms,en,no,yes,high,synthetic_training_example
MSG-0456,"Rahul, please review the document before today's standup.",safe,none,email,en,no,no,low,safe_office
MSG-0457,Your OTP for login is 941204. Do not share it with anyone.,safe,none,sms,en,no,no,low,safe_banking
MSG-0458,This is RBI support. Your account is under review. Verify details at http://sbi-verify-login.fake,scam,impersonation,email,en,yes,no,high,synthetic_training_example
MSG-0459,Work from home job. Earn ₹10000 daily. Pay ₹2499 registration fee to start.,scam,job_scam,sms,en,no,yes,medium,synthetic_training_example
MSG-0460,Your device is infected. Call support immediately and install remote access app.,scam,tech_support_scam,sms,en,no,no,high,synthetic_training_example
MSG-0461,Your flight check-in is now open. Use the airline website or app.,safe,none,email,en,no,no,low,safe_travel
MSG-0462,Your return pickup is scheduled for tomorrow between 10 AM and 2 PM.,safe,none,sms,en,no,no,low,safe_ecommerce
MSG-0463,Loan disbursal pending due to verification. Transfer ₹99 now.,scam,loan_scam,sms,en,no,yes,high,synthetic_training_example
MSG-0464,Your return pickup is scheduled for tomorrow between 6:30 PM and 2 PM.,safe,none,sms,en,no,no,low,safe_ecommerce
MSG-0465,Pay ₹2499 verification charge to release your approved loan amount of ₹25000.,scam,advance_fee_fraud,email,en,no,yes,high,synthetic_training_example
MSG-0466,Courier authority requires PAN update immediately at http://sbi-verify-login.fake.,scam,impersonation,email,en,yes,no,high,synthetic_training_example
MSG-0467,Complete bank KYC within 2 hours or your debit card will be locked: http://customer-care-help.invalid,scam,kyc_phishing,sms,en,yes,no,high,synthetic_training_example
MSG-0468,Your monthly subscription renewal for Spotify is successful.,safe,none,email,en,no,no,low,safe_subscription
MSG-0469,Part-time task job available. Deposit ₹2499 to activate your employee ID.,scam,job_scam,whatsapp,en,no,yes,high,synthetic_training_example
MSG-0470,School fee receipt for ₹2500 has been generated successfully.,safe,none,email,en,no,yes,low,safe_school
MSG-0471,Government subsidy approved. Upload Aadhaar and pay ₹2499 verification fee.,scam,impersonation,email,en,no,yes,high,synthetic_training_example
MSG-0472,Your card payment of ₹25000 at Swiggy was successful.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0473,"Your loan is ready. Click http://sbi-verify-login.fake and upload Aadhaar, PAN, bank details immediately.",scam,loan_scam,sms,en,yes,no,high,synthetic_training_example
MSG-0474,Your OTP for login is 290065. Do not share it with anyone.,safe,none,sms,en,no,no,low,safe_banking
MSG-0475,Payment received for your broadband bill. Thank you.,safe,none,sms,en,no,no,low,safe_utility
MSG-0476,"Priya, please review the document before today's standup.",safe,none,email,en,no,no,low,safe_office
MSG-0477,Your power bill is overdue. Contact officer and pay ₹2499 to avoid disconnection.,scam,electricity_bill_scam,whatsapp,en,no,yes,medium,synthetic_training_example
MSG-0478,"Avick, please review the document before today's standup.",safe,none,email,en,no,no,low,safe_office
MSG-0479,Your friend is in hospital. Transfer ₹100000 immediately for treatment.,scam,social_engineering,email,en,no,yes,high,synthetic_training_example
MSG-0480,Loan disbursal pending due to verification. Transfer ₹2499 now.,scam,loan_scam,sms,en,no,yes,high,synthetic_training_example
MSG-0481,KYC expired for your account. Verify now at http://secure-account-check.test to avoid service suspension.,scam,kyc_phishing,whatsapp,en,yes,no,high,synthetic_training_example
MSG-0482,Your account statement for this month is ready in the official banking app.,safe,none,email,en,no,no,low,safe_bank_alert
MSG-0483,KYC expired for your account. Verify now at http://login-security-check.test to avoid service suspension.,scam,kyc_phishing,whatsapp,en,yes,no,high,synthetic_training_example
MSG-0484,School fee receipt for ₹999 has been generated successfully.,safe,none,email,en,no,yes,low,safe_school
MSG-0485,Your cab booking is confirmed. Driver details will be shared before pickup.,safe,none,sms,en,no,no,low,safe_travel
MSG-0486,Invest ₹25000 and receive fixed daily profit. No risk. Contact now.,scam,investment_scam,email,en,no,yes,medium,synthetic_training_example
MSG-0487,The project sync has moved to 10 AM. Please join the usual meeting link.,safe,none,email,en,no,no,low,safe_meeting
MSG-0488,Your cab booking is confirmed. Driver details will be shared before pickup.,safe,none,sms,en,no,no,low,safe_travel
MSG-0489,Guaranteed 20% monthly return. Invest ₹99 today and double money in 30 days.,scam,investment_scam,email,en,no,yes,high,synthetic_training_example
MSG-0490,KSEB payment failed. Share UPI PIN to restore connection.,scam,electricity_bill_scam,email,en,no,no,medium,synthetic_training_example
MSG-0491,Your electricity bill of ₹500000 is due on Friday. Pay using the official app.,safe,none,sms,en,no,yes,low,safe_utility
MSG-0492,Your salary of ₹10000 has been credited to your bank account ending 1470.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0493,Your package from HDFC is out for delivery today. Track it in the official app.,safe,none,sms,en,no,no,low,safe_delivery
MSG-0494,HR team approved your profile. Transfer ₹1499 for document verification.,scam,job_scam,whatsapp,en,no,yes,medium,synthetic_training_example
MSG-0495,Your device is infected. Call support immediately and install remote access app.,scam,tech_support_scam,email,en,no,no,high,synthetic_training_example
MSG-0496,Electricity connection will be disconnected tonight. Pay bill immediately at http://upi-block-alert.fake,scam,electricity_bill_scam,email,en,yes,no,high,synthetic_training_example
MSG-0497,Special trading opportunity. Your capital is guaranteed. Pay activation fee ₹499.,scam,investment_scam,email,en,no,yes,medium,synthetic_training_example
MSG-0498,Transfer ₹299 processing fee first. Your grant payment will be credited after verification.,scam,advance_fee_fraud,sms,en,no,yes,high,synthetic_training_example
MSG-0499,Security team needs your screen sharing code to remove malware.,scam,tech_support_scam,whatsapp,en,no,no,high,synthetic_training_example
MSG-0500,"I lost my phone. Send money to this UPI urgently, I will return tomorrow.",scam,social_engineering,whatsapp,en,no,no,high,synthetic_training_example
MSG-0501,The project sync has moved to 2 PM. Please join the usual meeting link.,safe,none,email,en,no,no,low,safe_meeting
MSG-0502,Delivery failed due to incomplete address. Update details urgently: http://gov-refund-portal.test,scam,delivery_scam,sms,en,yes,no,high,synthetic_training_example
MSG-0503,Your card payment of ₹2500 at Apollo Pharmacy was successful.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0504,Your package from Flipkart is out for delivery today. Track it in the official app.,safe,none,sms,en,no,no,low,safe_delivery
MSG-0505,Instant loan approved without CIBIL. Pay ₹999 file charge to receive ₹1499.,scam,loan_scam,email,en,no,yes,high,synthetic_training_example
MSG-0506,Your salary of ₹1000000 has been credited to your bank account ending 4565.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0507,Your package from HDFC is out for delivery today. Track it in the official app.,safe,none,sms,en,no,no,low,safe_delivery
MSG-0508,Your card payment of ₹25000 at Apollo Pharmacy was successful.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0509,Your monthly subscription renewal for Google One is successful.,safe,none,email,en,no,no,low,safe_subscription
MSG-0510,Your return pickup is scheduled for tomorrow between 10 AM and 4 PM.,safe,none,sms,en,no,no,low,safe_ecommerce
MSG-0511,Payment received for your broadband bill. Thank you.,safe,none,sms,en,no,no,low,safe_utility
MSG-0512,"I am stuck at airport. Send ₹10000 now, cannot call.",scam,social_engineering,sms,en,no,yes,high,synthetic_training_example
MSG-0513,Congratulations! You won ₹2500 in Paytm lucky draw. Pay ₹199 processing fee to claim.,scam,fake_reward,email,en,no,yes,medium,synthetic_training_example
MSG-0514,"I lost my phone. Send money to this UPI urgently, I will return tomorrow.",scam,social_engineering,email,en,no,no,high,synthetic_training_example
MSG-0515,Your package from Amazon is out for delivery today. Track it in the official app.,safe,none,sms,en,no,no,low,safe_delivery
MSG-0516,This is RBI support. Your account is under review. Verify details at http://bank-kyc-update.invalid,scam,impersonation,sms,en,yes,no,high,synthetic_training_example
MSG-0517,Please keep this confidential and pay vendor today using this account.,scam,social_engineering,sms,en,no,no,medium,synthetic_training_example
MSG-0518,"New login detected on your account. If this was not you, change your password from the official app.",safe,none,email,en,no,no,low,safe_security_alert
MSG-0519,Your monthly subscription renewal for Google One is successful.,safe,none,email,en,no,no,low,safe_subscription
MSG-0520,Your monthly subscription renewal for Spotify is successful.,safe,none,email,en,no,no,low,safe_subscription
MSG-0521,Your OTP for login is 680557. Do not share it with anyone.,safe,none,sms,en,no,no,low,safe_banking
MSG-0522,Your Axis order #525146 has been delivered successfully.,safe,none,sms,en,no,no,low,safe_delivery
MSG-0523,Your cab booking is confirmed. Driver details will be shared before pickup.,safe,none,sms,en,no,no,low,safe_travel
MSG-0524,Your account statement for this month is ready in the official banking app.,safe,none,email,en,no,no,low,safe_bank_alert
MSG-0525,Your monthly subscription renewal for Netflix is successful.,safe,none,email,en,no,no,low,safe_subscription
MSG-0526,Your salary of ₹25000 has been credited to your bank account ending 4737.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0527,Your electricity bill of ₹10000 is due on tomorrow. Pay using the official app.,safe,none,sms,en,no,yes,low,safe_utility
MSG-0528,"Ravi, please review the document before today's standup.",safe,none,email,en,no,no,low,safe_office
MSG-0529,Your refund of ₹999 has been processed to your original payment method.,safe,none,sms,en,no,yes,low,safe_ecommerce
MSG-0530,Payment received for your broadband bill. Thank you.,safe,none,sms,en,no,no,low,safe_utility
MSG-0531,Work from home job. Earn ₹100000 daily. Pay ₹299 registration fee to start.,scam,job_scam,sms,en,no,yes,high,synthetic_training_example
MSG-0532,Your salary of ₹1000000 has been credited to your bank account ending 8624.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0533,Your claim is approved. Pay service tax ₹199 to receive ₹10000.,scam,advance_fee_fraud,whatsapp,en,no,yes,high,synthetic_training_example
MSG-0534,Limited stock tip. Send ₹499 to get insider recommendation before market opens.,scam,investment_scam,sms,en,no,yes,high,synthetic_training_example
MSG-0535,I am your manager. Buy gift cards worth ₹500000 urgently and send codes.,scam,social_engineering,whatsapp,en,no,yes,medium,synthetic_training_example
MSG-0536,Crypto trading group gives assured profit. Join using http://parcel-clearance-pay.invalid and deposit now.,scam,investment_scam,email,en,yes,no,medium,synthetic_training_example
MSG-0537,Payment received for your broadband bill. Thank you.,safe,none,sms,en,no,no,low,safe_utility
MSG-0538,KYC expired for your account. Verify now at http://parcel-clearance-pay.invalid to avoid service suspension.,scam,kyc_phishing,whatsapp,en,yes,no,high,synthetic_training_example
MSG-0539,Your bank account will be blocked today. Click http://reward-claim-now.fake immediately to update your KYC.,scam,kyc_phishing,whatsapp,en,yes,no,high,synthetic_training_example
MSG-0540,You have been selected for a free iPhone. Claim reward here: http://gov-refund-portal.test,scam,fake_reward,whatsapp,en,yes,no,high,synthetic_training_example
MSG-0541,Transfer ₹2499 processing fee first. Your grant payment will be credited after verification.,scam,advance_fee_fraud,whatsapp,en,no,yes,high,synthetic_training_example
MSG-0542,Your power bill is overdue. Contact officer and pay ₹2499 to avoid disconnection.,scam,electricity_bill_scam,whatsapp,en,no,yes,medium,synthetic_training_example
MSG-0543,Your card payment of ₹999 at BigBasket was successful.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0544,Special trading opportunity. Your capital is guaranteed. Pay activation fee ₹1499.,scam,investment_scam,email,en,no,yes,medium,synthetic_training_example
MSG-0545,"Hi Priya, are we still meeting at 4 PM today?",safe,none,whatsapp,en,no,no,low,safe_meeting
MSG-0546,Payment received for your broadband bill. Thank you.,safe,none,sms,en,no,no,low,safe_utility
MSG-0547,"Ravi, please review the document before today's standup.",safe,none,email,en,no,no,low,safe_office
MSG-0548,Your appointment with Dr. Rao is confirmed for 15 June at 11:30 AM.,safe,none,sms,en,no,no,low,safe_health
MSG-0549,School fee receipt for ₹50000 has been generated successfully.,safe,none,email,en,no,yes,low,safe_school
MSG-0550,"New login detected on your account. If this was not you, change your password from the official app.",safe,none,email,en,no,no,low,safe_security_alert
MSG-0551,Your cab booking is confirmed. Driver details will be shared before pickup.,safe,none,sms,en,no,no,low,safe_travel
MSG-0552,Your account statement for this month is ready in the official banking app.,safe,none,email,en,no,no,low,safe_bank_alert
MSG-0553,Transfer ₹799 processing fee first. Your grant payment will be credited after verification.,scam,advance_fee_fraud,email,en,no,yes,high,synthetic_training_example
MSG-0554,Your bank account will be blocked today. Click http://gov-refund-portal.test immediately to update your KYC.,scam,kyc_phishing,sms,en,yes,no,high,synthetic_training_example
MSG-0555,Loan disbursal pending due to verification. Transfer ₹2499 now.,scam,loan_scam,email,en,no,yes,high,synthetic_training_example
MSG-0556,Delivery failed due to incomplete address. Update details urgently: http://upi-block-alert.fake,scam,delivery_scam,email,en,yes,no,medium,synthetic_training_example
MSG-0557,Your flight check-in is now open. Use the airline website or app.,safe,none,email,en,no,no,low,safe_travel
MSG-0558,Courier authority requires PAN update immediately at http://customer-care-help.invalid.,scam,impersonation,email,en,yes,no,high,synthetic_training_example
MSG-0559,Reminder: your leave request has been approved by your manager.,safe,none,email,en,no,no,low,safe_office
MSG-0560,Complete bank KYC within 2 hours or your debit card will be locked: http://secure-account-check.test,scam,kyc_phishing,whatsapp,en,yes,no,high,synthetic_training_example
MSG-0561,Your OTP for login is 675462. Do not share it with anyone.,safe,none,sms,en,no,no,low,safe_banking
MSG-0562,Your return pickup is scheduled for tomorrow between 11:30 AM and 4 PM.,safe,none,sms,en,no,no,low,safe_ecommerce
MSG-0563,Your wallet KYC is pending. Submit PAN and Aadhaar here http://customer-care-help.invalid to continue transactions.,scam,kyc_phishing,email,en,yes,no,high,synthetic_training_example
MSG-0564,Transfer ₹499 processing fee first. Your grant payment will be credited after verification.,scam,advance_fee_fraud,sms,en,no,yes,high,synthetic_training_example
MSG-0565,Your Tata Neu order #693343 has been delivered successfully.,safe,none,sms,en,no,no,low,safe_delivery
MSG-0566,Final warning: electricity supply suspended in 2 hours. Update payment here http://customer-care-help.invalid,scam,electricity_bill_scam,sms,en,yes,no,high,synthetic_training_example
MSG-0567,Your power bill is overdue. Contact officer and pay ₹799 to avoid disconnection.,scam,electricity_bill_scam,email,en,no,yes,high,synthetic_training_example
MSG-0568,Your appointment with Dr. Sen is confirmed for 15 June at 6:30 PM.,safe,none,sms,en,no,no,low,safe_health
MSG-0569,Delivery failed due to incomplete address. Update details urgently: http://login-security-check.test,scam,delivery_scam,email,en,yes,no,medium,synthetic_training_example
MSG-0570,"I am stuck at airport. Send ₹999 now, cannot call.",scam,social_engineering,sms,en,no,yes,high,synthetic_training_example
MSG-0571,You have been selected for a free iPhone. Claim reward here: http://gov-refund-portal.test,scam,fake_reward,email,en,yes,no,medium,synthetic_training_example
MSG-0572,Government subsidy approved. Upload Aadhaar and pay ₹2499 verification fee.,scam,impersonation,sms,en,no,yes,high,synthetic_training_example
MSG-0573,Complete bank KYC within 6 hours or your debit card will be locked: http://upi-block-alert.fake,scam,kyc_phishing,whatsapp,en,yes,no,high,synthetic_training_example
MSG-0574,"New login detected on your account. If this was not you, change your password from the official app.",safe,none,email,en,no,no,low,safe_security_alert
MSG-0575,Pay ₹999 verification charge to release your approved loan amount of ₹999.,scam,advance_fee_fraud,sms,en,no,yes,high,synthetic_training_example
MSG-0576,Your flight check-in is now open. Use the airline website or app.,safe,none,email,en,no,no,low,safe_travel
MSG-0577,Your monthly subscription renewal for Netflix is successful.,safe,none,email,en,no,no,low,safe_subscription
MSG-0578,I am your manager. Buy gift cards worth ₹999 urgently and send codes.,scam,social_engineering,whatsapp,en,no,yes,medium,synthetic_training_example
MSG-0579,Your appointment with Dr. Mukherjee is confirmed for 28 May at 2 PM.,safe,none,sms,en,no,no,low,safe_health
MSG-0580,"Hi Rahul, are we still meeting at 2 PM today?",safe,none,whatsapp,en,no,no,low,safe_meeting
MSG-0581,Your appointment with Dr. Das is confirmed for 28 May at 4 PM.,safe,none,sms,en,no,no,low,safe_health
MSG-0582,"Your loan is ready. Click http://login-security-check.test and upload Aadhaar, PAN, bank details immediately.",scam,loan_scam,email,en,yes,no,high,synthetic_training_example
MSG-0583,Payment received for your broadband bill. Thank you.,safe,none,sms,en,no,no,low,safe_utility
MSG-0584,Your email account will be disabled. Verify password at http://parcel-clearance-pay.invalid,scam,tech_support_scam,email,en,yes,no,high,synthetic_training_example
MSG-0585,Your return pickup is scheduled for tomorrow between 6:30 PM and 4 PM.,safe,none,sms,en,no,no,low,safe_ecommerce
MSG-0586,Your salary of ₹1499 has been credited to your bank account ending 8191.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0587,Your monthly subscription renewal for Netflix is successful.,safe,none,email,en,no,no,low,safe_subscription
MSG-0588,Your OTP for login is 696707. Do not share it with anyone.,safe,none,sms,en,no,no,low,safe_banking
MSG-0589,Work from home job. Earn ₹10000 daily. Pay ₹2499 registration fee to start.,scam,job_scam,sms,en,no,yes,high,synthetic_training_example
MSG-0590,"New login detected on your account. If this was not you, change your password from the official app.",safe,none,email,en,no,no,low,safe_security_alert
MSG-0591,Your friend is in hospital. Transfer ₹500000 immediately for treatment.,scam,social_engineering,whatsapp,en,no,yes,medium,synthetic_training_example
MSG-0592,Your flight check-in is now open. Use the airline website or app.,safe,none,email,en,no,no,low,safe_travel
MSG-0593,Your electricity bill of ₹999 is due on Monday. Pay using the official app.,safe,none,sms,en,no,yes,low,safe_utility
MSG-0594,"Hi Amit, are we still meeting at 11:30 AM today?",safe,none,whatsapp,en,no,no,low,safe_meeting
MSG-0595,Get urgent cash in 10 minutes. Share bank account and OTP for approval.,scam,loan_scam,whatsapp,en,no,no,high,synthetic_training_example
MSG-0596,Your appointment with Dr. Rao is confirmed for 15 June at 6:30 PM.,safe,none,sms,en,no,no,low,safe_health
MSG-0597,Your mobile number won a lottery prize of ₹100000. Transfer ₹299 registration fee now.,scam,fake_reward,email,en,no,yes,high,synthetic_training_example
MSG-0598,Low interest personal loan approved. Processing fee required before disbursal.,scam,loan_scam,sms,en,no,no,high,synthetic_training_example
MSG-0599,School fee receipt for ₹50000 has been generated successfully.,safe,none,email,en,no,yes,low,safe_school
MSG-0600,Bank verification pending. Send OTP to this number to activate your card.,scam,otp_theft,whatsapp,en,no,no,high,synthetic_training_example
MSG-0601,Your bank account will be blocked today. Click http://parcel-clearance-pay.invalid immediately to update your KYC.,scam,kyc_phishing,email,en,yes,no,high,synthetic_training_example
MSG-0602,This is RBI support. Your account is under review. Verify details at http://reward-claim-now.fake,scam,impersonation,email,en,yes,no,high,synthetic_training_example
MSG-0603,This is RBI support. Your account is under review. Verify details at http://reward-claim-now.fake,scam,impersonation,sms,en,yes,no,high,synthetic_training_example
MSG-0604,Guaranteed 20% monthly return. Invest ₹799 today and double money in 30 days.,scam,investment_scam,sms,en,no,yes,medium,synthetic_training_example
MSG-0605,"Neha, please review the document before today's standup.",safe,none,email,en,no,no,low,safe_office
MSG-0606,Your electricity bill of ₹10000 is due on Friday. Pay using the official app.,safe,none,sms,en,no,yes,low,safe_utility
MSG-0607,Government subsidy approved. Upload Aadhaar and pay ₹2499 verification fee.,scam,impersonation,sms,en,no,yes,high,synthetic_training_example
MSG-0608,Your email account will be disabled. Verify password at http://sbi-verify-login.fake,scam,tech_support_scam,whatsapp,en,yes,no,high,synthetic_training_example
MSG-0609,Your friend is in hospital. Transfer ₹25000 immediately for treatment.,scam,social_engineering,whatsapp,en,no,yes,high,synthetic_training_example
MSG-0610,Send your password and OTP for urgent security verification.,scam,otp_theft,whatsapp,en,no,no,high,synthetic_training_example
MSG-0611,Courier package waiting. Pay redelivery fee ₹499 to avoid return: http://customer-care-help.invalid,scam,delivery_scam,whatsapp,en,yes,yes,medium,synthetic_training_example
MSG-0612,Special trading opportunity. Your capital is guaranteed. Pay activation fee ₹999.,scam,investment_scam,sms,en,no,yes,medium,synthetic_training_example
MSG-0613,Your flight check-in is now open. Use the airline website or app.,safe,none,email,en,no,no,low,safe_travel
MSG-0614,Your electricity bill of ₹1499 is due on Monday. Pay using the official app.,safe,none,sms,en,no,yes,low,safe_utility
MSG-0615,Your account statement for this month is ready in the official banking app.,safe,none,email,en,no,no,low,safe_bank_alert
MSG-0616,KSEB payment failed. Share UPI PIN to restore connection.,scam,electricity_bill_scam,email,en,no,no,medium,synthetic_training_example
MSG-0617,Your appointment with Dr. Das is confirmed for Monday at 2 PM.,safe,none,sms,en,no,no,low,safe_health
MSG-0618,"Dear customer, update KYC details urgently using http://bank-kyc-update.invalid. Failure may block UPI services.",scam,kyc_phishing,email,en,yes,no,high,synthetic_training_example
MSG-0619,Your monthly subscription renewal for Microsoft 365 is successful.,safe,none,email,en,no,no,low,safe_subscription
MSG-0620,Your OTP for login is 741674. Do not share it with anyone.,safe,none,sms,en,no,no,low,safe_banking
MSG-0621,Electricity department notice: pay reconnection charge ₹1499 now.,scam,electricity_bill_scam,sms,en,no,yes,high,synthetic_training_example
MSG-0622,Virus detected in your phone. Download cleaner app from http://customer-care-help.invalid,scam,tech_support_scam,sms,en,yes,no,high,synthetic_training_example
MSG-0623,"New login detected on your account. If this was not you, change your password from the official app.",safe,none,email,en,no,no,low,safe_security_alert
MSG-0624,Your electricity bill of ₹100000 is due on Monday. Pay using the official app.,safe,none,sms,en,no,yes,low,safe_utility
MSG-0625,Your card payment of ₹999 at BigBasket was successful.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0626,Share your OTP 856729 immediately to stop account suspension.,scam,otp_theft,sms,en,no,no,high,synthetic_training_example
MSG-0627,KSEB payment failed. Share UPI PIN to restore connection.,scam,electricity_bill_scam,whatsapp,en,no,no,high,synthetic_training_example
MSG-0628,Your card payment of ₹1000000 at DMart was successful.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0629,Your OTP for login is 913373. Do not share it with anyone.,safe,none,sms,en,no,no,low,safe_banking
MSG-0630,Your power bill is overdue. Contact officer and pay ₹1499 to avoid disconnection.,scam,electricity_bill_scam,whatsapp,en,no,yes,medium,synthetic_training_example
MSG-0631,Claim your cashback reward before midnight: http://reward-claim-now.fake,scam,fake_reward,email,en,yes,no,high,synthetic_training_example
MSG-0632,Your Axis order #103883 has been delivered successfully.,safe,none,sms,en,no,no,low,safe_delivery
MSG-0633,Please keep this confidential and pay vendor today using this account.,scam,social_engineering,whatsapp,en,no,no,high,synthetic_training_example
MSG-0634,Limited stock tip. Send ₹299 to get insider recommendation before market opens.,scam,investment_scam,email,en,no,yes,medium,synthetic_training_example
MSG-0635,Your account statement for this month is ready in the official banking app.,safe,none,email,en,no,no,low,safe_bank_alert
MSG-0636,"Congratulations, you are selected without interview. Pay onboarding kit fee ₹299.",scam,job_scam,sms,en,no,yes,high,synthetic_training_example
MSG-0637,"Congratulations, you are selected without interview. Pay onboarding kit fee ₹199.",scam,job_scam,whatsapp,en,no,yes,medium,synthetic_training_example
MSG-0638,"Suman, please review the document before today's standup.",safe,none,email,en,no,no,low,safe_office
MSG-0639,Invest ₹999 and receive fixed daily profit. No risk. Contact now.,scam,investment_scam,sms,en,no,yes,high,synthetic_training_example
MSG-0640,Security team needs your screen sharing code to remove malware.,scam,tech_support_scam,whatsapp,en,no,no,high,synthetic_training_example
MSG-0641,"I am stuck at airport. Send ₹100000 now, cannot call.",scam,social_engineering,email,en,no,yes,high,synthetic_training_example
MSG-0642,KYC expired for your account. Verify now at http://reward-claim-now.fake to avoid service suspension.,scam,kyc_phishing,sms,en,yes,no,high,synthetic_training_example
MSG-0643,Your card payment of ₹50000 at DMart was successful.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0644,"Congratulations, you are selected without interview. Pay onboarding kit fee ₹999.",scam,job_scam,email,en,no,yes,medium,synthetic_training_example
MSG-0645,Pay ₹1499 verification charge to release your approved loan amount of ₹25000.,scam,advance_fee_fraud,sms,en,no,yes,high,synthetic_training_example
MSG-0646,Your refund is ready. Provide OTP and PIN to release ₹50000.,scam,otp_theft,sms,en,no,yes,high,synthetic_training_example
MSG-0647,Your cab booking is confirmed. Driver details will be shared before pickup.,safe,none,sms,en,no,no,low,safe_travel
MSG-0648,Your card payment of ₹100000 at Swiggy was successful.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0649,Your cab booking is confirmed. Driver details will be shared before pickup.,safe,none,sms,en,no,no,low,safe_travel
MSG-0650,Your friend is in hospital. Transfer ₹1000000 immediately for treatment.,scam,social_engineering,sms,en,no,yes,medium,synthetic_training_example
MSG-0651,Your cab booking is confirmed. Driver details will be shared before pickup.,safe,none,sms,en,no,no,low,safe_travel
MSG-0652,KSEB payment failed. Share UPI PIN to restore connection.,scam,electricity_bill_scam,whatsapp,en,no,no,medium,synthetic_training_example
MSG-0653,You have been selected for a free iPhone. Claim reward here: http://gov-refund-portal.test,scam,fake_reward,whatsapp,en,yes,no,high,synthetic_training_example
MSG-0654,Your mobile number won a lottery prize of ₹100000. Transfer ₹99 registration fee now.,scam,fake_reward,email,en,no,yes,medium,synthetic_training_example
MSG-0655,Your flight check-in is now open. Use the airline website or app.,safe,none,email,en,no,no,low,safe_travel
MSG-0656,Microsoft security alert: your computer is hacked. Click http://bank-kyc-update.invalid to fix now.,scam,tech_support_scam,whatsapp,en,yes,no,high,synthetic_training_example
MSG-0657,Pay ₹299 verification charge to release your approved loan amount of ₹999.,scam,advance_fee_fraud,whatsapp,en,no,yes,high,synthetic_training_example
MSG-0658,Your account statement for this month is ready in the official banking app.,safe,none,email,en,no,no,low,safe_bank_alert
MSG-0659,Your card payment of ₹10000 at BigBasket was successful.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0660,"Hi Rahul, are we still meeting at 2 PM today?",safe,none,whatsapp,en,no,no,low,safe_meeting
MSG-0661,Your cab booking is confirmed. Driver details will be shared before pickup.,safe,none,sms,en,no,no,low,safe_travel
MSG-0662,Your friend is in hospital. Transfer ₹1499 immediately for treatment.,scam,social_engineering,email,en,no,yes,high,synthetic_training_example
MSG-0663,Electricity department notice: pay reconnection charge ₹299 now.,scam,electricity_bill_scam,whatsapp,en,no,yes,medium,synthetic_training_example
MSG-0664,Your parcel is held at customs. Pay ₹799 clearance charge here: http://sbi-verify-login.fake,scam,delivery_scam,email,en,yes,yes,medium,synthetic_training_example
MSG-0665,Microsoft security alert: your computer is hacked. Click http://sbi-verify-login.fake to fix now.,scam,tech_support_scam,sms,en,yes,no,high,synthetic_training_example
MSG-0666,Police cyber cell notice: pay fine ₹99 today or legal action will start.,scam,impersonation,email,en,no,yes,high,synthetic_training_example
MSG-0667,Your SBI order #886197 has been delivered successfully.,safe,none,sms,en,no,no,low,safe_delivery
MSG-0668,Your device is infected. Call support immediately and install remote access app.,scam,tech_support_scam,email,en,no,no,high,synthetic_training_example
MSG-0669,Your email account will be disabled. Verify password at http://customer-care-help.invalid,scam,tech_support_scam,sms,en,yes,no,high,synthetic_training_example
MSG-0670,Your card payment of ₹2500 at DMart was successful.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0671,Electricity department notice: pay reconnection charge ₹499 now.,scam,electricity_bill_scam,sms,en,no,yes,medium,synthetic_training_example
MSG-0672,"Avick, please review the document before today's standup.",safe,none,email,en,no,no,low,safe_office
MSG-0673,Courier authority requires PAN update immediately at http://upi-block-alert.fake.,scam,impersonation,email,en,yes,no,high,synthetic_training_example
MSG-0674,Please keep this confidential and pay vendor today using this account.,scam,social_engineering,sms,en,no,no,medium,synthetic_training_example
MSG-0675,Your Paytm order #207392 has been delivered successfully.,safe,none,sms,en,no,no,low,safe_delivery
MSG-0676,Your monthly subscription renewal for Spotify is successful.,safe,none,email,en,no,no,low,safe_subscription
MSG-0677,Government subsidy approved. Upload Aadhaar and pay ₹299 verification fee.,scam,impersonation,whatsapp,en,no,yes,high,synthetic_training_example
MSG-0678,Congratulations! You won ₹5000 in SBI lucky draw. Pay ₹499 processing fee to claim.,scam,fake_reward,whatsapp,en,no,yes,high,synthetic_training_example
MSG-0679,Instant loan approved without CIBIL. Pay ₹999 file charge to receive ₹500000.,scam,loan_scam,email,en,no,yes,high,synthetic_training_example
MSG-0680,Courier package waiting. Pay redelivery fee ₹199 to avoid return: http://secure-account-check.test,scam,delivery_scam,email,en,yes,yes,medium,synthetic_training_example
